tweet,label
जिल्ह्यात कोरोनाच्या रूग्णांची नोंद भयंकर अशा परिस्थितीतून आपलं पुणं जातंय,1
आमचे मित्र श्रीविष्णू चवरे सर यांची कन्या कुगार्गीने इयत्ता री काढलेले यांचे चित्र,1
महाराष्ट्रात नक्कीच मोगलाई जिथे हरामखोर शिवी खासदार सांगताहेत संजय राऊत आमच्या काना…,1
अजूनही हिंदी लादत भाषिकांवर आपण फोन कोरोनामुक्तीच्या हिंदीत सूचना का…,1
उद्या राज्यपालांची भेट घेणार लोकसभा निवडणुकीत मोदीनी रुपये देण्याचा आश्वासन दिले हो…,1
स्वप्नाचे रुपांतर जेव्हा जिद्दीमध्ये तेव्हा अगदी सगळे त्याग पूर्ण करण्यासाठी आपण प्रयत्न करतो कार…,1
सप्टेंबर । बुधवार शके भाद्रपद कृष्ण सप्तमी सप्तमी श्राद्ध सूर्योदय सू…,1
पारावर च्या एक्सपर्टस कडून ऐकेल पवार साहेब चाणक्य त्यांचा इतक्या वर्षा चा अनुभव भाजपा ची जिरावली …,1
माणसाचा इशारा मोदी सरकारने गंभीरपणे घ्यावा नाहीतर अत्यंत वाईट परिणामांना सामोरे जावे लागेल भारताला येणार्या काळात…,1
कंगनानं अनधिकृत बांधकाम केलं अधिकृत दाखण्यासाठी पालिकाच्या संबंधित अधिका यांनी लाच मागितली असणार त्यानंतर कंगनानेही ख…,1
अरे पाडला कोणीतरी मला चायना बॉर्डरवर पाठवा रे पाडा पाडीला आपला जेसिबी,1
आयसीआयसीआय बँक व्हिडीओकॉन प्रकरणात अटक करण्यात आलेल्या दीपक कोचर यांची रवानगी सप्टेंबरपर्यंत ईडी कोठडीत करण्यात…,1
तुझ्या आठवणींनी आजही मला गाठलं रडत होतो तुला एकट वाटलं,1
प्रधानमंत्री स्वनिधी योजनेखाली मध्यप्रदेशातील विक्रेत्यांना रुपयांची कर्जं मंजूर पंतप्रधा…,1
भारत चीन संघर्षात ठिणगी हॉटलाईनवर ब्रिगेडियर स्तरावर चर्चेत प्रचंड वाद,1
अग बाई तुला पाकिस्तान वाटतो ना नको येऊ आमच्या महाराष्ट्र मद्ये पोट भरते ना तू तुझ्या तोंडी कोणाची…,1
आनंदी बाई अमृता बाई कंगना बाई च्यायला ह्यांना बायका पुढं केल्याशिवाय खेळच खेळता,1
च्या अंमलबजावणीला सुप्रीम कोर्टाने स्थगिती निर्णयानंतर मराठा समाजाच्या उमेदवारांना शिक्षण…,1
कंगणाला जितकी प्रसिद्धी महापालिकेच्या कारवाईने तितकी सलग ब्लॉकबस्टर चित्रप…,1
कंगना जी च आॅफिस टुटल साठी ला मीटिंग मानस,1
आजकाल महाराष्ट्रात नवा पप्पू जन्मला महाराष्ट्राचा पप्पू ओळखा पाहू कोण,1
सीरीज दसऱ्याच्या निमित्ताने होईल भारतात लॉन्च असतील स्पेसिफिकेशन्स…,1
आशा भोसले ह्या चमत्कार त्यांच्या आवाजात वीज वीज ज्या झाडावर कोसळते जळून जाता उजळून निघतं,1
क्षणी मला मराठा आरक्षणाबद्दल अजून मत मांडायची बिलकुल इच्छा नाहीये आमच्या समाजाला आवड स्वतःहून स्व…,1
बाळगू नका आपली प्रतिकारक्षमता किती चांगली दंभ मिरवू नका नम्र व्हा महापुरे वृक्ष जाती तिथे ल…,1
यादी एमिली डिकीन्सन अनुवाद मधुकर नाईक,1
मित्रानो करा कमेंट वाटत,1
एवढ कष्ट मध्ये सांगू,1
एखाद्या नेत्याविरुद्ध बोलाल बंगल्यावर नेऊन बडवले जाईल‌ शासनाविरुद्ध बोलाल घर पाडले जाईल शेवटी गप्प…,1
गझल सादर करतोय,1
जय महाराष्ट्र,1
प्रेमींनो रे ला भेट द्या आपली टीम बनवा स…,1
फसव्या जॉब ऑफर्सपासून सावधान लॉकडाऊनच्या काळात फेक जॉब ऑफर्सचा अक्षरशः सुळसुळाट झालाय तरुणांनी सावध राहणे ग…,1
अपमान दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस महाराष्ट्रात जिवंत राहिले नाहीत…,1
तुमच्या कपड्याचा इथून सुरु होतो,1
मनाला शांती मिळवून देईल एकच गोष्ट तुझा सहवास,1
रिया ने गाडीत बसताना हात हलकला खरोखर बातमी किंवा बातमी होऊ शकते सर्वांनच्या पुढे आम्हीच,1
इंस्टाग्रामच्या खेळपट्टीवर मुंबई इंडियन्सची भरारी अगदी सीएसकेही,1
पॉझिटिव्ह समजल्यानंतर लांब पळून जाणारे निगेटिव्ह झाल्यावर फुलं टाळ्या वाजवायला येतात समाजाची…,1
तुम्ही कितीही विष ओका जनता माफ करणार सत्ता कायमची विसरा,1
विदर्भातील पूरस्थिती मुळे झालेले नुकसान प्रचंड राज्यकर्त्यांनी पूरस्थितीची म्हणावी तशी दखल घेतलेली दिसत…,1
राष्ट्रीय बेरोजगार दिवस आत्मनिर्भर दिवस फेकू चौकीदार दिवस आंतरराष्ट्रीय दळभद्री दिवस मोती शेवटच्या वाढ…,1
एमपीएससीच्या महत्त्वाच्या परीक्षा येत्या महिन्यांच्या कालावधीत चांगला अभ्यास करा सर्वांना शुभेच्छा मह…,1
ताई मराठी मध्ये सांगितलं असत चाललं असत मुख्यमंत्री साहेबांना मराठी चांगली जमते अस…,1
च्या मध्ये सहभागी होण्यासाठी उत्सुक स्पर्धकांनी इकडे लक्ष द्या आम्हाला ट्विटर वर फॉलो करा आणि…,1
अक्षय कुमार कॅनडाचा नागरिक असूनही आयकर भारतात भरण्यामागचं खरं कारण,1
अक्षरनामा मध्ये किमान आरोग्य सुविधा पुरवण्यापासून राज्यसंस्था कशी पळ काढू शकते देवेंद्र शिरुरकर…,1
चिनी उत्पादनांवर बहिष्कार घालून जागा भारतीय बनावटीच्या उत्पादनांनी घ्यावी जोरदार मागणी असली तरी…,1
सप्टेंबर बरोबर वर्षे मध्ये महापूर येऊन गेला सप्टेंबर मध्ये आलेल्या ह्या महापुराम…,1
जाम भारी मुंबई महाराष्ट्रावर प्रेम करणाऱ्या प्रत्येक माणसाने ऐकायला हवं अमराठी माणसाच्या भावना चुकवू न…,1
मीडियाने रियाला ड्रग्स कसे मिळाले पुराव्यानिशी दाखवलं पुलवामा हल्ल्यात किलो कसे शोधता ना क…,1
शवपेटीच्या जवळच बोर्ड ठेवला जगात तुम्हाला जर कोणी प्रगती पासून रोखु शकतो फक्त अन फक्त तुम्ही…,1
तोंडात धरलात बोला कि,1
सेरेना विल्यम्सने अमेरिकन खुल्या टेनिस स्पर्धेची सलग व्यांदा उपांत्यपूर्व फेरी गाठली ग्रँडस्लॅम…,1
उद्या राज्यपालांची भेट घेणार लोकसभा निवडणुकीत मोदीनी रुपये देण्याचा आश्वासन दिले …,1
जगातलं नाती जपणाराच नेहमी सर्वांपासून दुरावला जातो शुभ सकाळ…,1
दीनदयाळ आयटी सेलची मस्त टेकनिक आहेजेव्हा काहीच बोलायला तेव्हा मुद्दा भटकवा शिव्या घाला जातीवर घसरा…,1
तोच भाव आपण मूर्तीत ओतला मूर्ती विचार नष्ट होऊन देव अनुभव येतो,1
सुशांत बिहार चा रिया बेंगलोर ची कंगना हिमाचल प्रदेश ची भांडण आमच्या महाराष्ट्रात,1
कंपनीच्या आकडेवारी वेगवेगळ्या फॅक्टर ने दर्शवल्या जातात जुनी आकडेवारी संदर्भाला वापरली जाते गोष्टी आकडेवा…,1
मुळात जर सरकारला तुमची मारायची असेल सरकार कोणताही मार्ग सापडून काढते रिया कंगना,1
गीत भिमा तुझ्यासाठी कुंकवाचा धनी ज्ञानरवि विद्वत्तेचा धन्य जगी भिमराव वर वाचा पँथर…,1
सुशांत सिंग बिहारचा रिया बंगालची कंगना हिमाचल प्रदेशची भांडणं महाराष्ट्रात आरं कुठं ने…,1
बीसीसीआयने दिलेला प्रस्ताव नाकारात कॅप्टन कूल धोनीने घेतला धाडसी निर्णय,1
महाराष्ट्र राज्य सरकारच्या मराठा आरक्षणाला स्थगिती देऊन खंडपीठाकडे पाठवले मग केंद्र सरकारच्या आर्थिक आरक्षणाला खंडपीठाक…,1
कशाला स्वतःला मंद बोलतो,1
सावित्रीच्या लोकांसाठी विद्यापीठात नवे होस्टेल नोव्हेंबर महिन्यात तयारीनिशी उपलब्ध होईल विद्यार्थीनींची क्षम…,1
भारताचे पहिले अंतराळवीर राकेश शर्मा यांच्या अंतराळातील सफरीविषयी,1
आठवीत शिकत शिरीषकुमारने हिंमत असेल माझ्यावर गोळी चालवा उद्गार काढत देशासाठी छातीवर गोळ्या झेलत आप…,1
तुझा पक्ष हिंदुत्ववादीच ना मग आणा बंदी केंद्रात मोदी बसलेत ना सगळं फक्त शिवसेनेनेच…,1
च्यायला महिने आधी हेच भिकारचोट केंद्राकडे पैसे मागत ना मोफत वीज देऊ अस कोणीतरी बोललं होतं,1
मे ला स्थापन झाल्यावर राज्याचे सुसंघटित व्यवस्थापन राबविण्यासाठी वेगवेगळे विभाग करण्यात आलेह्या थ्रेडम…,1
गीत भिमा तुझ्यासाठी,1
माणसाची सर्वात मोठी समस्या इतिहासाचे दाखले देत मोठेपणा मिरवायचा त्यात वर्तमान भविष्याकडे दुर्लक्ष कराय…,1
तुझे नोटिफिकेशन ऑन केलेत परंतु नाव दिसलं शिव्या येतात तोंडात राव,1
पांडुरंग हरी वासुदेव हरी तु तुझ्या घरी माझ्या घरी भेटु लस आल्यावरी,1
विद्यापीठांच्या अंतिम वर्षाच्या परीक्षा रद्द करण्यासाठी जसा संघटनांनी पुढाकार घेतला तसा विद्यार्थ्यांना चांगला रोजगा…,1
प्रती अंतर्गत टा…,1
छुपा रुस्तम मैथिली सावंत,1
सुप्रभात,1
खो खो खेळात सर्वोच्च पुरस्कारपण तरीही नोकरीपासून अद्याप दूरच,1
अहो योगीला मुघलांचे म्युझियम बांधायची गरजच आत वस्तू ठेवणार मुघलांच्या महाराजां…,1
आजकाल वी च्या मुला मुलींना कुठे भेटता पोलिसांना,1
सावित्रीबाई फुले पुणे विद्यापीठासोबत इतर विद्यापीठांच्या एमसीक्यू बेस्ड परीक्षा ऑफलाइन ऑनलाइन अशा दोन्ही पर्या…,1
अक्षरनामा मध्ये किमान आरोग्य सुविधा पुरवण्यापासून राज्यसंस्था कशी पळ काढू शकते देवेंद्र शिरुरकर,1
शांताबाई नंतर नाव घराघरात पोहचणारे नाव सोनू काहींची घरं अनधिकृत काहींच्या घरात अनधिकृत…,1
किमान नीट बोलाल वाटले शेवटी आपले मूळ गुण उधळले साली कळेल तुम्हारा अस्तित्व मिट जयेगा,1
तुमच्या तोंडात साखर पडो विखे कारखान्याची घाण जाऊदे राज्यातून तुम्ही साकडं घाला…,1
मुंबईचा कर्णधार रोहितची वर्षाची मुलगी खूपच हुशार पहा व्हिडिओ,1
पदार्पणाच्या वर्षातच संघाला नव्हे ट्रॉफी दिल्या जिंकून तोच खेळाडू बनवेल विराटच्या आरसीबीला विजेता…,1
मते यामुळेच देशातील लोकांनी भाजपला राक्षसी बहुमत दिले असेल त्यांचा मला मते…,1
पंजाबमधील सीमेवर लढत असलेला जवान वर्षभर तिकडे असतो त्याला इकडे मुलगा झाल्याचे तार कळविले जाते म…,1
भाऊ संगमनेर तालुक्यातील गाव माझे साली जमीन बँकेकडे गहान ठेऊन रुपयांचे…,1
देशाच्या नव्या संसदेचे बांधकाम टाटा करणार टाटा प्रोजेक्ट लिमिटेड ची निविदा सर्वात किमतीची ठरली देशातल्या नामां…,1
समोरचा आपल्याला समजतो जाणून घेणे खूप महत्वाचं असतं नाहीतर आपण नाती सांभाळत बसतो समोरचा बुद्धिबळाच्या चा…,1
चे पत्रकार ज्या तडफेने लोकांच्या अंगावर पडून ओरडतात किंचाळतात प्रश्न विचारण्याच्या ना…,1
कंगनाचं तांडव असताना मराठा आरक्षणाला स्थगिती नोकरी शिक्षणातील आरक्षण नं नाकारलं,1
विदर्भात पुराचे पाणी शिरून भंडारा गोंदिया चंद्रपूर गडचिरोली जिल्ह्यात मोठे नुकसान अजूनही राज्य स…,1
खरंच बुधवार खोटं बोलू नका‌ वाल्या काकू,1
भाऊ संगमनेर तालुक्यातील गाव माझे साली जमीन बँकेकडे गहान ठेऊन रुपयांचे कर्ज…,1
अंतिम वर्ष सत्राच्या नियमित विद्यार्थ्यांची परीक्षा ऑक्‍टोबर ऑक्‍टोबर कालावधीत घेतली जाणार प…,1
मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना…,1
तुम्हाला हवी,1
माणसाची आर्थिक स्थिती कितीही चांगली असली तरीही जीवनाचा खरा आनंद घेण्यासाठी मनस्थिती चांगली असावी लागते,1
मग येतात तुमच्या सारखे लोक वरच बरोबर परत बघणारे एवढा नाय का…,1
भारतात आर्य समाज संघटनेची स्थापना निजामी राज्यात च्या सुमारास धर्मवीर वामन…,1
उद्या राष्ट्रपती ची भेट घेणार लोकसभा निवडणुकीत मोदीनी …,1
मला माहित इथे गुलामांना मंद सैनिकांना सळो कि पळो करायला लावणारा,1
ने संपूर्ण जगाला इशारा दिला कोरोनाचे संकट लवकर जाणार इशारा पुढच्या अजून मोठ्या महामा…,1
हॉलंड सरकारने सर्वोच्च पूरस्काराने सन्मानित केलेल्या भारतीय पक्षीतज्ञांचा असामान्य प्रवास,1
भारत चीन संघर्ष सुरु काली गुप्त हत्यार भारताकडून वापरले जाऊ शकते काली …,1
पाय किती विसंगत असतात पुढे पाय मागे पुढच्याला गर्व नसतो मागच्याला अभिमान नसतो कारण त्याला माहित अस…,1
आॅटोरिक्षाचे जनक थोर स्वातंत्र्यसेनानी गांधीवादी विचासरणीचे नगरचे भुषण स्वनवलमलजी फिरोदिया यांस जयंतीनिमित्त…,1
खाउन प्या किंवा पिउन खा बेन जाहिराती पन च्या करत खरं स्वभावाला औषध अजुन पाहव…,1
प्रचंड आघातांनी माणूस तेवढा खचत कारण मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच माणूस ख…,1
सीमाभागातील नागरिक आपलेच बांधव निपाणी बेळगावचा प्राणच मुळात कोल्हापूर प्राणवायूचा पुरवठा थांबवल्यामु…,1
माणूस भुतकाळाच्या आठवणीत भविष्यकाळाच्या चिंतेत वर्तमान जगायचच विसरून जातो,1
ची कमतरता भासणारच ना कारण सगळे बेड मध्येच तुटलेत,1
सर्वात जास्त धावा विराट कोहली बळी लसीथ मलिंगा षटकार ख्रिस गेल चौकार शिख…,1
दिवस प्रत्येक शेतकऱ्यांच्या आयुष्यात येवो हीच प्रार्थना,1
लावलंय आपण महाराष्ट्रात राहतो दुसऱ्या कुण्या राज्यात साहेब असते तिथंच जिरवली असती साहेब नसले तरी…,1
गुण नाहीं गौरव नाहीं सामर्थ्य नाहीं महत्व नाहीं कुशळता नाहीं तर्क नाहीं प्राणीमात्रांसी,1
सप्टेंबरपासून शाळा सुरु परंतु मार्गदर्शक सूचनांचे पालन अनिवार्य,1
आयुष्यात जर करायचे असेल मग स्वःताची वेगळी ओळख निर्माण करायला शिका आयुष्य खूप सुंदर त्यात आणखी रंग भरायला…,1
ब्लेडचा आकार बदलत्या रूपाचा इतिहास छिद्रामागचं गुपित,1
अहो तिच्या…,1
अशोक पाठक भविष्यात खूप मोठं नाव,1
युनियनच्या शेकडो कामगारांचा मध्ये जाहिर प्रवेश बदल अपेक्षित,1
गंभीर जखम झाल्यावर जखमीला पूर्णतः शुद्धीत ठेवण्यामागे महत्वाचं कारण,1
मरीन गावभर फिरीन,1
तिला एवढा सपोर्ट केलाच आहात तिला विचारलं कि कोण करत कुठून हो…,1
पहायला मिळतात दुष्काळग्रस्त भागाकडेही त्यांचे लक्ष साली पडलेल्या दुष्काळात निजामाने रुपये खर्च…,1
महाराष्ट्रातील तरुणांनो वेळीच सावध व्हा मोदी सरकार कड़े कंगनाला सुरक्षा द्यायला पैसे महाराष्ट्रातील जनते…,1
राम कदम वागण्यात चुकले नाहीत बोलण्यात चुकले भाजपा मग अजित दादा कुठं भक्तांच्या तोंडात धार सोडून …,1
प्रवासावरुन केव्हा परतावे ज्याला कळते तोच उत्तम प्रवासी,1
मुंबई दरवर्षी पाण्याखाली जाते लोक चेंगरून लोकलमधून पडतात खड्ड्यात बांधलेले रस्ते महापालिकेत भ्रष्टा…,1
मुंबईसाठी भांडतोय कोण माणूस ज्यांना मराठी आस्मिता बोलून बाहेर कडून ठाणे विरार वसई…,1
बाबासाहेबांनी वाचवली मुंबई इतिहास वाचा सविस्तर,1
आपल्याला मोराला…,1
आशा भोसले वाढदिवसाच्या हार्दिक शुभेच्छा भूलोकीच्या गंधर्वा तू अमृत संगीत गा गा रे कोकिळा गा सप्तसुरांचा स्वर्ग…,1
ऐश्वर्य सौंदर्य यांना मदत करण्यास सर्वच झटत असतात वपु काळे,1
राज्याच्या मु…,1
अले तोलल्या विश्वासघातकी भाजपा फक्त महाराष्ट्रात संपूर्ण देशातील जनतेचा वि…,1
भटाब्राह्मणांना बोलावून खर्चात पडून पितृपक्ष पाळायचा असाही दृष्टिकोन,1
अहो जावू द्या घाण कुटे जातील गुजरात युपी बिहार जावू…,1
कंगना सुद्धा हृतिक रोशन ची सगळ्या असतात,1
मनुवादी मीडियाचा मिनिटात बाजार उठवला हंसराज मीना यांनी रिया कंगना सुशांत फुर्र उडाले,1
जो ब्राह्मणाला श्रमणाला किंवा दुसर्‍या एकाद्या भिक्षूला खोटे बोलून फसवतो त्याला नीच समजावे वसल सुत्त सुत्तनिपात…,1
आयपीएलमध्ये झळकावणार शतक पहा कोण युवा भारतीय फलंदाज,1
भिजली सुरात बुडली लाजवाब आशा नसानसात चढली बनुनी शराब आशा,1
राग अश्रू दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला व्यक्तींची स्वतःहून जास्त काळजी…,1
तुला माझं वय एकदम बरोबर माहितीय सांग मित्रा कस केलं तू साहेब माझा भाऊ अर्धा त्या…,1
समोरच्याने अतातायीपणा केलाच कंगना कस वागते बघायला आवडेलसंयमाने धुर्त वागली पाहिजे सावधान रहै सत…,1
पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया…,1
प्रचंड आघातांनी माणूस तेवढा खचत कारण मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच…,1
रामराजे राहुल दोघे सोडले बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा असं वाटतं…,1
आपली न्यायव्यवस्था एवढी सावकाश कीखटला संपता संपता आयुष्य निघून जस रात्रीच्या सगळ्या गोष्टी…,1
प्रधानमंत्री नरेंद्र मोदी मधल्या पीएम स्वनिधी योजनेच्या लाभार्थी स्ट्रीट वेंडर्स शी व्हिडिओ कॉन्फर…,1
शिक्षक—गण्या चुप बस नाहीतर नविन नुसार तुझ्यावर कार्यवाही होईल गोष्ट आपण बदलवू शकत,1
एखाद्या प्रथेला शास्त्राधार मिळाला अंधश्रद्धा राहत वाचनीय धागा,1
भाजपचे तत्कालिन आमदार उन्मेष यांनी माजी सैनिक सोनू महाजन यांच्यावर तलवारीने ह…,1
दिवस नेहमीप्रमाणे ऑफीसमध्ये आलेला प्रत्येक कर्मचारी समोरच्या बोर्ड वाचून आश्चर्य चकित तुमची प्रगती…,1
ज्या महिला स्वतःच्या मतावर ठाम असतात त्यांना आधी घरातच संघर्ष करावा लागतो नंतर बाहेर,1
सुशांत बिहारचा रिया कोलकाता कंगला हिमाचल ची भांडण महाराष्ट्रात,1
संजय निरुपम पासून आजपर्यंत ह्यांनी सेनेला त्रासच दिलाय मराठी माणसाला मागे सारून ह्यांचे चोचले पुरवण्यात धन्यता मानते आ…,1
नशीबवान खूपच नशीबवान मग येतात अजूनही ची पूर्ण जाहिरात बघणारे कारण च्या बाईलवेड्या फाल…,1
विचार करहे करतू शिकव दुसऱ्यांनातू कोणत्या विचार धारेत आहेस समजल आहेतु…,1
तुमच्या दमदार खासदारला मराठीत बोलायला सांगा हिंदी बोलायची असेल …,1
जाऊदे अँड निक्स खातील,1
माणसाला जिथं मानसिक समाधान मिळतं तिथेच विसावतो स्मिता ‍,1
फक्त पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा घामाचा योग्य मोबदला नोट जरी भेटली ना माझ्या शेतक…,1
आरक्षणाने नोकरी पदोन्नती मिळेल सुसंस्कृतपणा हेच माजी न्या कोळसे यांनी सप्रमाण सिद्ध याबद्दल त्यांचे जाहीर…,1
मनातल्या गोष्टी तुला सांगणं कधीच सोडलंय आठवणींना कवितेत जमेल तस उतरवलंय,1
ताई कंगना अगदी योग्य महाराष्ट्र तिच्या मागे उगाच नको मू…,1
अंड भक्त बोला,1
स्नेह जन्मजन्मांची साधलेला जीवनचा मेळ असतो उगम शोधायचा नसतो अंत कल्पायचा नसतोस्नेह केवळ अनुभव… सर्वात चांगला कॅरम बोर्ड कोणता वाचा पुर्वा गोंधळी यांचे उत्तर झाशीची राणी लक्ष्मीबाई नेवाळकर होत्या झाशी संस्थान साम्राज्याच्या सरदाराचे उर्फ,1
सार्वजनिक उपलब्ध असलेला व्हिडीओ सदर व्यक्तीवर ने अवैध…,1
पूर्व गोदावरी जिल्ह्यात जिथ धर्मांतर जोरात चालू तिथ लक्ष्मी नृसिंहाच्या फूट उंचीच्या वर्ष जू…,1
जसं आरोग्य सेतू तुमच्या आजूबाजूला असलेले करोना पेशंट्स दाखवतो तसं तुमच्या आजुबाजूला असलेले तमाम लाल हिरवे चमचे …,1
रसिक मित्रांनोनमस्कार कोरोना पूर्वीच्या काळात अग्रगण्य मराठी वृत्तवाहिनी एबीपी माझा ने मला माझा कट्टा वर निमं…,1
विषय किती वाढवायचा कुठे थांबवायचा कुठे दुर्लक्षित करायचा ज्याला जमतं कोणत्याही परिस्थतीत यशस्वी होऊ शकतो…,1
कोरोणा लवकर घालवायचा असं वाटतंय देशाचे महत्वाचे मुद्दे पुढे आणायचे असतील आर्थिक स्थिती वगैरे सोशल मीडिया वर प्रति…,1
सकाळ चांगल्या येण्यासाठी रात्री झालेलं बोलणं समाधान देणार असावं तरच सकाळी मोबाईल बघितल्यावर चेहऱ्या…,1
नुसतं आपलं म्हणुन चालत आपल्यापणाने वागताही आलं पाहिजे,1
मला कुठे विश्व सुंदरी पाहिजे मला स्वप्नातली परी पाहिजे बनेल तिच्यासाठी कृष्णही राधा माझी बावरी पाहिजे…,1
जेवढं समजलो होतो आयुष्य पेक्षा खूप लहान सुखाची वाट पहात झुरण्या पेक्षा प्रत्येक क्षणाचा आनंद घेत जगणे यातच ख…,1
कंगना जी च आॅफिस टुटल साठी ला मीटिंग मानस …,1
नाहीतर तब्बल गोलंदाजांच्या ऍक्शनची बुमराहने नक्कल व्हिडिओ होतोय व्हायरल,1
समाजहितासाठी काच फोडल्या अटक बाकी पक्षांच्या कार्यकर्ते ह्यांनी तिकिटासाठी काचा फोडल्या गप्प नक्की वाचा…,1
पूर्णविराम शेवट कारण आपण त्यानंतर नवीन वाक्य लिहू शकतो प्रमाणे जीवनात अपयश खराशेवट…,1
रैना हरभजनच्या अनुपस्थितही चेन्नई सुपर किंग्ज जिंकू शकेल आयपीएल कारणे,1
आयपीएल संघांची चिंता वाढली टी मालिकेत ऑस्ट्रेलिया इंग्लंडचे खेळाडू फ्लॉप,1
लवकरात लवकर राज्यात रेल्वे सेवा सुरु करण्याबद्दल विचार करावा राज्यात महत्वाच्या शहरांना जोडणारी रेल्वेसेवा सुरु करा…,1
संसारात आपण निर्णय घ्यायचा बायकांना घ्यायला लावायचा चुकला त्यांचा आवाज बंद बरोबर क्रेडिट त्यांना मिळतं पण…,1
मामा कॅग बाबत बोल ना नुकसानं आमच झालाय तोंडात पान भरलाय रिपोर्ट येऊन दिवस दाखव तत्परता,1
आमचा अजिबातच भुंकत नव्हता मग त्याला चैनल दाखवला,1
तुम्ही लोक मुंबई मध्ये येऊन इथली भाषा बोलणार इथली संस्कृती आत्मसात करणार भैय्याच बोलणार ना लायकीप्रमा…,1
स्लो चार्ज तुमचा स्मार्टफोन जाणून घ्या कारणे स्वतःच करा उपाय,1
मीडिया वाल्यांनो जास्त कंगना कंगना करू नका कंगनाच्या जागी कधी कोरोना डांग मारून जाईल कळणार,1
माणसाला जिवाभावाची सखी एकच तिचं नाव वेदना सुख समाधान आनंद सगळे बर्डस ॲाफ पॅसेज वेदना मरेपर्यंत सोबत करते आपण…,1
राजभाषेचा मराठी माजी मुख्यमंत्रीला मराठी बोलायला येवढी लाज वाटते मराठी जनतेने एकत्र यावे,1
तू अजुन लहान पावसाळी कांदा निघायला चालू पावसाळी कांदा साठवता नसतो…,1
कधी कोणाचं अचानक लग्न होईल त्याचे फोटो बघायला मिळतील सांगू शकत,1
खासदार उन्मेश इतरांनी साली माजी सैनिक सोनू महाजन यांच्यावर हल्ला,1
जेव्हा जेव्हा माझ तोंड आरशात बघतो तेव्हा मला समजत घरचे माझा फोन करत नाहीत,1
विराट कोहली बाबर आझमला मागे टाकत टीमध्ये धडाकेबाज खेळाडूची अव्वल स्थानी झेप,1
ओव्हल वर राहुल द्रविडने अप्रतिम द्विशतक झळकवले शैलीदार खेळी कव्हर ड्राईव्ह ऑन ड्रा…,1
भारतीय रेल्वे टाकणार कात जनरल डब्यांसह संपूर्ण गाडी एसी करण्याची योजना खर्चात प्रवाशांना आणखी आरामदायी प्रवास…,1
भारतातील सर्वात उंच जगातील दुसर्या क्रमांकाचे महादेव मुर्ती,1
विरोध जास्त वाढला धाडसी निर्णय घेतात हल्ला होतो बातमी येते आपणही जास्त मारले देशप्रेमात सगळे धुंद…,1
जिथे कानाखाली मारता तिथं टोमणे मारून यायचं सोडायचं,1
काढ़ा विटामिन सी झिंक वगैरे सतत घेतल्यानंतर मित्राने विचारले तुझ्या फॅमिलीची इम्युनिटी पावर किती वाढली त्यावर…,1
