text,label
i canot stand how many guy consider being an asshole a personality trait grow the fuck up,0
herbalism shop torevieja told that if he want to confront me and i know for sure he will not do because he is simply a bloody motherfucker son of the ugliest bitch ever lived in this planet,0
welcome to a countryindia mostly known for it democracy but it only know by this wordoh actually it is just word which prof worst in india resignpmodi letseducateindia saveindia,0
mr modi the amount of communalism hatred and violence you have managed to spread in our country you surely have become comunalist guru would have advised you to relocate to the china but unfortunately even they seem to despise you and your b ideology resignmodi,0
i hated clint capela in houston now i hate him in atlanta now he is talking shit about my knicks the son of a bitch better pray we do not get both kawhi lilard because it is likely going to happen,0
he is he nutcase off question time that wa wearing the hat the one that everyone took the piss out of,1
fabricated narrative filled with lie and negativity are spreading across social medium to bring down india globally and defame pm modi medium house from the u uk are trying their ass off to defame india chinesevirus narendramodi presidentruleinbengal,0
yes i dont care what any doctor celebrity or politician say i am not comfortable putting this particular vaccine in my body that is my right the shameless bullying ha to stop covidvacination covidvacine,1
the chinesevirus mutates after double mutant variant we are now seeing new variant even more dangerous i fear this might start mutating to affect animal chinaliedpeopledied wuhanvirus wuhanlab,1
it is like this guy enjoys being such a shitbag,0
damn that is glorious,1
what the government and medium need to focus on v what they are actually doing right now such a shameful moment to call myself an indian where election power fame trp money is more important than people life such a shame exitpol modimustresign modikavacinejumla,0
the harsh truth of the matter ismodi and his team is not resigning not because they want to retain their position of powerit is actually because they are shit scared about what indian would do to them once they become ordinary citizen resignpmodi resignmodi,0
poor governance continues failed leadership lack of planning and only mankibat from gyaneshwar modihaitohmumkinhai resignmodi resignpmodi,0
no one appreciated me for using wuhanvirus nor did any reply use wuhanvirus so deleted that tweet where i used it enragedfacenragedfacenragedfacenragedfacenragedfacenragedfacenragedfacenragedfacenragedfacenragedface,1
that is some serious dig bic energy there but holy shit how can someone live with that many dog in their house,0
the pandemic canot kill me now but a truck sure still can covidvacine vaccinated,1
is such a weird fine for trying to get home indiacovidcrisis scotythefukwit can anyone explain it not you scoty shut the hell up worstscotsincecaptain,0
this is bullshit it wa created in a lab and unleashed by china chinesevirus,0
it is morally repugnant to lift up an organization run by bill gate when his action are resulting in people dying from lack of access to the covid vaccine indiacovidcrisis covidcapitalism vacineapartheid,0
well maybe an overview will do orlando here black freak top pretty open only thing i do not do is take dick yes i am about to top i enjoy my as being ate also i love getting head just a much a i love giving it down for group couple etc,0
we are all making deal with one another failing to see the end objective government welfare and protection from a pimp wa never designed to include emancipation,0
yep i am a nice guy then boom are not one like fuck off lol,0
france for insulting the muslim faith when eu will discus intense persecution of muslim across europe when eu will raise the voice against derogatory bigotry hatred and discrimination against muslim taking place across europe islamophobia europeanunion,1
we voted for you to be our prime minister please do your job stop risking life of b people to win electionsdo not make u regret the vote that we gave you indiacovidcrisis,1
eat a dick you shit head,0
never we had a leader cabinet head of various institution with combined iq so low any religion or god is a good a it make the follower treat each other and these savior fail at that too spitting abuse on social medium everywhere no plan or update on crisis resignmodi,1
exactly like sex they think my hair is not connected to my head but is a dick that is brown and made of hair right in front of my face if i wash my hair in the over the bath way also hair ha follicle and that word can mean something about a womb a well,0
thought i wa enjoying a john lee hooker album but it wa the same song time co i accidentally hit the repeat button did not even notice lolpersonfacepalming,1
in search of gold we lost a diamond brokenheart justiceforshahabudin,1
cruelmamata istandwithbengalihindus arestmamata bengalviolence armyno other alternative justiceforbengalbjpkarykarta bengalburning and why reportswil it save life sadbadjunglekiling field of bengalimpose prez rule a soon a posiblesince it worse than kashmir now,1
no political party should be given more then year of ruling we did same mistake with the congress and doing same with the bjp now it is we who put them up there it is our fault resignmodi resignpmodi exitmodi,1
shame on you for calling someone shameless you seem to b another chinesevirus unleashed on u,0
i thought that wa only going to happen if trump won admit it you are tweeting bollock,0
shameless a bjp election are important than citizen resignmodi resignpmodi modimadedisaster,1
very sad to see heartless modi bjp and r please resign from power andhbhakt modiresign resignmodi resignpmodi resignpmodi modimustresign modiresignorepeal modikavacinejumla modihataodeshbachao modigovtsenahopayega bjpmpmlamising bjpdestroyedindia,0
what are you doing this type of celebration showing that your political career is on the next level shame on you bengalburning bengalviolence bjpkorbepar,0
damn i forgot to finish that movie i am still about halfway through,1
absolutely it is especially bad in michigan r trying to pas legislation to ban tracking covidvacine do away with mcir vaccination database democracy is under siege,1
you are a failure to the country a reminder if you have forgotten you are only having conversation with other country but we who have lost loved one and seeing others lose their loved one know the ground reality of the,0
gnaw had successfully inducted shocker into his lewd antic now the fun could really start his erection rested atop the chus head throbbing warmly mm surprisingly i do not want you to suck my dick need to test a lil device on ya,0
ohk you guy lost are done with your shit now do something some to reality we lost our people amitshah resignmodi,0
you have done enough butcher now get the fuck out of here resignpmodi resignmodi resignamitshah,0
it is originally chinesevirus due to china we all are suffering now do not dilute by naming british varient or indian varient,1
sorry dr you need to use mouth mask what message are we giving to the world had professional covidisairborne covidemergencyindia covidemergency indiacovidcrisis indiafightscorona,1
stop spreading fake narrative mamatabanarje trademark concentrate on the pandemic the mayhem across the country dearest useless resignmodi,0
yes fucker,0
what is more disturbing that a pm us vulgar language mock opponent is worried about his personal aspiration when s are dying you both are mute spectator carry the blame shame you belong to the old,0
this did not age well resignmodi modiabandonedindia modikavacinejumla modimadecrisis,0
you should be sorry on behalf of your country for chinesevirus,1
who is the worst cm in india at the moment restorekangana arestmamata resignmodi modihataodeshbachao ipl bengalburning,0
trump ha reportedly been telling people he will be reinstated by august via pileofpopileofpostupid pathetic dishonest son of a bitchpileofpopileofpo,0
griningfacewithsweat hard out here for a pimp,0
all fool are now trying to protect their face catwithtearsofjoy but it is too late spinlesbjp resignpmodi,0
stop with the samsung samantha rule i can only beat my dick so much,0
herd immunity wa used on south park after putting the child all together to expose all of them to the measles the child hired a hooker with herpes to use everything their parent used tooth brush etc,0
a day after her dad passing away barka dirt is on every international channel with her painted face running narrative of anti india anti modi broken india this woman will perish in her own venom you get such evil devilish vibe seeing her am,0
very funny because my patriot are not contender but we are getting anyway to see that sexy son of a bitch play in the sexiest stadium in the nfl,0
kuch sharm hai ya wo bhi bech k apne upar kharch kar liye you are the worst pm india have ever had log mar rhe hain aur logo ka paisa ye insan apne upar aise kharch kr rha hai jaise iske khud k paisa ho resignmodi spineles,0
be pussy they whole life but be macho man randy savage with female,0
haryana up mp gujrat assam bihar rjd jdu can replace on basis of such small mandate you got no right to rule resignpmodi,1
now where is that cp idiot who compared their space mission with pyre of indian diseased due to chinesevirus cpvirus holdchinacountable chinaliedpeopledied,0
bloody marytrademarks are in the bad bitch hall of fame,0
what a shame still a per government everything is fine resignmodi if you still have any kind of self respect or self conscience left in you,0
narrator we did see grant wa dogshite and the bagies went down quicker than a p whore,0
you were wrong with malik hooker rumor with cowboy mike fisher confirmed,0
utter bollock from the abd a per usual facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0
tibetan sikyong lobsangsangay ha destroyed one of the main pillar of democracy on worldpresfredomday he asked tibetan journalist public to keep silence this is unacceptable for u wetrademarkl resist fretibet frehk cp xijinping chinesevirus frepres presfredom,1
it is shite southgate is a clown international football is shit you telling me southgates cv mean he can manage an international team this is everything wrong with football it is bollock,0
what do you make of the rumor malik hooker is deciding between signing with the cowboy or dolphin,1
damn i know it is time to upgrade but i love my iphone wearyface,1
da doch cool,1
what a mess indiacovidcrisis,1
what the fuck i want to be pretty too,0
heartbreaking indiacovidcrisis,1
what is happening in india wtf resignpmodi,1
that is very sadsen him in advertisement tv serial how many valuable life have been taken away by this wretched chinesevirus om shanti foldedhands,1
dick head post delete your account,0
i ran a large fb group for side effect and the amount of provax reporting side effect wa so alarming we got shut down monday they act like side effect are impossible i hate it all these people with stroke within a week and doc unrelated covidvacine,1
especially when i know it will piss me ofacewithtearsofjoy,1
bjp ha failed the nation modi ha failed the nation biggest scam of history is pm care fund modikavacinejumla modimustresign modiresignorepeal modimadedisaster modigovtsenahopayega,0
do it pussy you will not,0
modiresign modikavacinejumla modihataodeshbachao modiresignorepeal farmersvsmodivirus farmlawsnextpandemic farmersprotest nofarmersnofod boycotgodimedia shame ongodi medianever raise issue with jumla party you a,0
sometimes i want sliced cheese in my sandwich and sometimes i want grated cheese in my sandwich they both have their own unique vibe and both are equally valid if you canot deal with that then fuck you,0
the lnp base who love it for it is racist overtone gobacktowhereyoucamefrom ironically do not believe in covid and do not want to take the covidvacine so it put those nats in an awkward position is covid dangerous or not indiacovidcrisis covidindia covidnsw thedrum,1
covidvacine shiekhupura stadium vaccination center is badly managed people are falling on one and other like animal there,0
modi did worse to india than what bolsonaro did to brazil indiacovidcrisis,0
person dy in icu after week on a vent republican they died with covid not from it year old dy a month after covidvacine republican the vaccine killed him it not safe,1
modikavacinejumla modi is a bane for this country he should not be even allowed to stand in election such a ruthless monster,0
bloody hell that is our local one will not be going there again,1
grief anger among indian diaspora in u a covid crisis worsens modimadedisaster covidsecondwaveinindia modihataodeshbachao modikavacinejumla via,1
citizen of india stop smoking and spitting on road in this pandemic period it is dangerous for all including you and you are family also plz coronapandemic covidindia delhifightscorona indiacovidcrisis kejriwal delhicovidhelp,1
kejriwalexposed kejriwalfailsdelhi not a single day gone where we do not heard about someone is death it is so sad that people r losing their family you are government is still playing politics you r more lethal tha,0
dear mr narendra modi a a citizen of india i will be truthful unlike your fan the country is suffering because of your failuresyou are not fit to be even a panchayat representative let alone pm please resignresignmodi,0
no thought head empty just blue bandana dick necklace pink blue short palmsuptogetherwearyface,0
a an indian i feel humiliated indian modiresign resignmodi resignpmodi modiresignorepeal modikavacinejumla modihataodeshbachao modimadedisaster modifailsindia modishouldresign,1
i am on the verge of my tear final year student are going to serve on the place of our precious doctorswe lost in this black period what have we made our country this literally shatters me indiacovidcrisis pmcaresfunds pmodi covidindia covid amitshah government,1
never thought it will come down to thisad indiadefeated resignpmodi resignmodi shameonindiatoday bjpdestroyedindia modikavacinejumla modifailsindia fekumodi,0
yes the image are heartbreaking helpindianow indiacovidcrisis,1
fuck all of you hj,0
not my dad telling me he cantrademarkt do my brake because he get his second shot tomorrow nigga fix my shit,0
what the like wuhanvirus they are also knocking at our door deep is like a younger brother to meoh damn you,1
literally nothing wrong he pussy for deactivating thoughloudlycryingface,0
damage that you people did to india will take decade to recover resignmodi,0
the image coming out of wb are truly disturbing and the anger about it is justified but i have a unpopular but pragmatic view of the whole situation the republic of india is going through unprecedented time let u enumerate indiacovidcrisis,1
modis pandemic choice protect his image or protect india he chosed himself modiresign resignmodi resignpmodi resignpmodi modimustresign modiresignorepeal modikavacinejumla modihataodeshbachao modidisasterforindia bjpmpmlamising yogijhotahai,1
bjp ha failed the nation modi ha failed the nation biggest scam of history is pm care fund modikavacinejumla modimustresign modiresignorepeal modimadedisaster modigovtsenahopayega,0
you would think any ci person in my position would bring a case and they do and they win you would think the trans community with all it connection could find one none wanker of a lawyer but no too obvious too easy but fuck they know how to look after themselves,0
two day out from my nd dose of moderna kicked my butt lowgrade fever chill for a few hour general malaise fatigue headache lasted for hr happy to be down for just a day than to be hospitalized for week reminded me i am a bad patient covidvacine moderna,1
tejasvisuryaexposed tejasvisurya resignpmodi at these hard time while various community are working together to save the life of friend and dear one sad to see such public representative bring discord into the beautiful fabric of democracy,1
wanker,0
if you really wanted to make an impact then first build a robust system to tackle wuhanvirus then start tackling the rouge,1
god did you hear about that stupid guy who work at youtube who is a total fucker i think his name is ian,0
my imaginative brain is more scared of imagining of how the f donkey and dragon have kid like damn son the result wa worse than having kid with yo sister or something wincest dark humor bruh,0
your shag is not a mullet i am going to jump you,0
and now it is start of social medium war where all the people in power are not intrested in taking action but say blaming each other fakenews bengalburning savebengal some might be fake but not all are fake,1
all decision made by who in the first month of the outbreak are incorrect resulting in the pandemic now the international community have ignored and reverted them all so we should also drop the name covid and call it wuhanvirus cpvirus chinavirus,1
little dick shouldntrademarkt come with a headachemy head already hurt from sucking it,0
the chinese wuhanvirus ha destroyed the world not by the virus itself but by the people allowing government dictatorial response to it take back america no more mask open the economy no vacinationpasport get back to old normal,1
you got to do somethingas soon a possible we have got an asshole a a president this is the account we need you to permanently suspend he is been killing nigerian since he came into power and now he is threatened to kill more buharimustgo,0
talk about cry you stalked my page and replied to every sakura sarada slander like the wanker you are,0
here is the lying racist shitbag,0
update shame on cp medium caption on the picture read lighting a fire in china v lighting a fire in india wuhanvirus chinesevirus,0
everyday evening i watch the news cry have disturbed sleep wake up tired talk to my parent in india get stressed and go to work my medic friend in uk and usa we are not ok indiacovidcrisis,1
you know thing are bad in india if the cricket is cancelled disapointedface india indiacovidcrisis bci ipl ipl iplsuspended iplcanceled,1
verizon can sponsor my full out cunt,0
victory fall of dictatorship resignpmodi,0
didi do not do drama clearly the provocation and violence were done by tmc goon do not blame central govt for the violence central govt will send crew and minister to access the situation this is not a new practice bengalburning f,0
kratos wa like damn i killed my father hope my child doe not kill me,1
i are not buy shit off fashionova fuck is thisneutralface,0
happy birthday to this annoying twat yes i know she is punching so no need to tell me see you all tomorrow,0
the left never miss an opportunity to exploit race,1
it is very unfortunate to see silence of top leadership over suspicious death of ex mp shahabudin saheb justiceforshahabudin justiceforshahabudin,1
her shit hairy a hell,0
i am just speechless in front of such a disaster it is seems almost surreal but this in fact the biggest human catastrophy ravaging india indiacovidcrisis,1
what fresh hell is this now so the season new variant of u api hate desiflavoured this time god but i am exhausted stopasianhate indiacovidcrisis sigh,1
hahahah be jealous she is mine everyone else fuck off,0
right like let the shit go lol thatrademarks human for you,0
this fucker i love them so much,0
islamophobia stop this muslim genocide,1
our india is already cry because of this fascist retwet this post if you want feku pm narendra modi to resign importantly while retweting use this hashtagsbackhandindexpointingright resignmodi resignpmodi modimadedisaster boycotbjp saveindia modiresign exitmodi,0
what a croc of woke nazi bollock i do not smoke anymore but i would fight for anyones right to smoke anywhere outside it is a fucking joke oxfordshire to become first smokefre county in england via,0
i think i will pour myself some scotch and every englishman is a bastard,0
hope you arentrademarkt referring to mckehan hetrademarks an asshole if someone is shy thatrademarks one thing however being on the spectrum give you the right to privacy not to treat people like shit but yes overall def agree theretrademarks no obligation to,0
damn those,1
our favorite pimp,0
native american situation and slavery did not do a big cigar might go what a bastard and he said you british,0
stop this nonsense come together and fight corona resignpmodi,1
rip justiceforshahabudin,1
the soil is the healer and restorer and resurector by which disease pass into health age into youth death into life without proper care for it we can have no community because without proper care for it we can have no life farmlawsworsthancovid resignmodi,1
i do be the head of community engagement let me in toe dick,0
o coward modi if you can protect our life under article of the constitution pls resignpmodi,0
who is india here why are you afraid of naming modi who wa busy in fighting election doing rally and buying mlas and declared premature victory against covid resignmodi,0
i never cried for a tv anchor he wa a great man last week my aunt died due to covid chinesevirus but i did not feel that much but today i literally cry for rohit sir only because of him i watched news debate i am really sad and depressed right now rip foldedhands,1
tab hair defo going to shag her tomorrow now,0
friend how can any leaderin the world have so much approval rate amidst such chaos specially when resignmodi is trending from a more than a week it is just not natural this is not how our society behaves we are hurt right now we are not blind like this jhumla poll,1
id ruin the take every time get the fuck off the plane,1
so excited to get my covidvacine i hate you covid,1
i do not support any type of violence ap logo dwara laso ka sauda bardasht ke bahar hai please do not divert on bullshit provide oxygen to everyone resignpmodi resignmodi,0
fake news alert above article is totally fake this is how these sanghis spread fake news and accused others falsely on rape charge shame on these sanghis bengalburning fakenews mamatabanarje fake http,1
i am just lucky message had only my name not my picture i am scared i am saddened bengaluru covid helpline worker among muslim picked from list of by bjp mp publicly shamed sparking flood of islamophobia,1
atleast he is happy to see you bud this fucker barely picked his head up,0
imagine being scared of bloody mary all you really got to do is clean ha as off it is just a regular as yt bitch,0
very tragic to see so many innocent dead body holdchinacountable for chinesevirus fretibet china xi boycotsinovac boycotsinopharm covaxin covishield chinaliedpeopledied vacinemaitri vacinediplomacy india staystrongindia indiafightscorona covidindia,1
just walked in on my missus that is it i have had enough canot take anymore f emerdale farm and corporation street is bad enough but she is watching something called the masked dancer what a load of bollock,0
if you know then fuck i guess you know hahah,0
candace is trending and itrademarks not a dn joke fuck that,0
is it next kashmir please do not allow this to happen bengalviolence bengalburning hinduslivesmater,1
ok good now fuck off,0
registration for started but no vaccination stop giving wrong informationmodikavacinejumla,1
so a restaurant in utah called the is requiring it staff patron to show proof of the covidvacine upon entry how insane doe someone have to be to require other to vaccinate themselves with something that is not fda approved shut it down,1
i hate thief i am not going to say i do not hate anyone because i do hate fucking thief on my handlebar there use to be a cell phone holder but some mother fucker stole it and now i am ok andihatethieves thief fuckyou pissed ugh buyourown,0
no sympathy for the olderno empathy for womena girl wa raped and killed in bengalreason she wa sitting on a booth on election daythe indocile draconian and intrepid goon of tmc destroying everyone life who come in their way tmcgons shameonmamata bengalburning,0
fortnite need sex i am year old boy that often fantasizes about sex i m a irgin fortnite could help me have real sex please epic game i just want to see brite bomber getting her cheek clapped by wolverine like damn give some rts and like so this could be made real guy,0
wow never thought i would see the day when leader sound off about protecting the many a bitch about the furlough scheme under which the state paid million of peopletrademarks wage the successful delivery of the covidvacine during the pandemic disgusting,1
pm modi is not responsible for pandemic china is youtrademarkre getting infected because you were careless pm modi is not going to remind you every minute to follow covidapropriate behaviour stayhome staysafe chinesevirus bloody chinesevirus,1
i spoke with multiple time and tried explaining him i do not think we can do anything about it though l,1
i would agree with you but shut the fuck up with the neuroatypical buzzword bullshit disabled visually impaired and audibly impaired worked just fucking fine,0
heartbreaking seeing what is happening in india right now if you can spare any money please consider donating to the charity in this amazing mutual aid document below handshake india indiacovidcrisis,1
the mismanagement of oxygen supply laids too many deathsthis all happened due to systemodi is itself a system narendra modi ha lost moral right to be prime minister of the country bhaiya ab to jhola utha kar chale jaoaur sath me mota bhai ko bhi resignpmodi,0
how the fuck john get a car before me that stupid as bitch when i come home itrademarkm going to steal hoe whip,0
always switch off on time but fuck up every time when switching on er stealing job you are not qualified to do the african way of not giving a fuck,0
a heartbreaking piece on what is happening in india by which is also an action guide on how you can help out indiacovidcrisis,1
ooh yes and a montage of paglia quote to really piss them off,1
resorting to calling someone a twat because they happen to disagree with you over something factual interesting for the record you seem to have missed this but i am behind osaka and her stance about the press and her mental health,0
a the death toll from covid rise every day in india the national medium continues to indulge in adulation over interrogation the government mouthpiece have failed the people of this country just like their master we all should be ashamedisapointedface resignmodi modihaitomumkinhai,0
is raising fund to support child in india who have lost parent due to covid the situation is absolutely horrendous and any support is desperately welcomed please consider donating if you are able indiacovidcrisis,1
fucker,0
in fact this is the hatred that is in the heart of every european leader for muslim and islam nothing surprising this is just beginning of hatred by european islamophobia european france emanuelmacron islam muslim,1
listen you janpath doormat you have surpassed you are basic common sense a long backi knew everything but not a single country stopped the havoc caused by chinesevirus i can still pity about you are ignorancei did not want to say this but a,0
doe anyone else just sit there thinking niki haley is a cunt,0
even killing and praying these two boat will not ride the one who killed three boy of chanda babu chodo lilah sent you into the jahanumsmilingfacewithsunglases justiceforshahabudin,1
just check any govt hospital where they are giving chinesevirus vaccine worse than a bloody market for getting token,0
every arsenal fan towards chelsea fan feel like ibles when he got told to go down on his knee and head for prophet adam bloody hell instead of improving we want the others around u to fail we r the one who should be called red deviltrademarks,0
the state sponsor killing of people due to lack of oxygen is mass murder and genocide step must be taken to punish the pm and his govt for his incompetence resignmodi shamelesmodi spinelesmodi,0
unpopular opinionbro mf who take shower longer than min piss me off wtf are you doing washing the inside of your as or,0
dear please do not send a new version of virus in india along with we canot save u in this way of pandemic day by day india is bleeding dropofblod loosing hope helpless and hopeless due to chinesevirus a special request from mn indian kindly stop spreading for humanity,1
you have failed this country resignmodi resignpmodi,0
people are dying and still this man is so insensitive towards it citizen resignpmodi modiresignorepeal modihataodeshbachao,0
yes i get that you are deliberately being a twat go forth and multiply,0
i really do love the fact that itrademarkm not a boring cunt that play a sport and doe nothing else in their spare time,0
remember that time when covid wa raging in europe and the u and we closed our border to australian citizen returning home from there and threatened them with jail yeah me neither auspol strandedausies racist indiacovidcrisis indianlivesmater,1
i been missing out on sushi that shit so good copyright,1
shameless modi election are over now he is showing his true colour already inflation on a large population income ha huge fall record breaking gst collection apni grand me chitka lete ho kya na tum apne karyakarta bacha pa rhe ho na de,0
having a tick on the head of your dick is better than receiving a chuck norris roundhouse kick in your neck,0
she died because of a piece of paper bureaucracy indiacovidcrisis,1
i need to post my dick on this ap and i want you all to hype me up and say omgs wow wow wow if not una fit ment o,1
cniki is going to find out about will fuck ig i got to watch the damn stream neg,0
i never understand this fan celebrate xtrademarks birthday yeah wish them happy birthday but what sort of sad fucker actually celebrates somebody they dontrademarkt know personally birthday,0
y you all r numb nw nt a single word is coming out rm you all for those innocent pls of bengal who were killed by tmc goon shame shame on you all you all hv lost ur humanity savebengalfromtmc bengalburning,0
thanks bro appreciate that pimp you a well man let u fasho stay in touch,0
any bad bitch in vega i am tryna colab and eat some pussy lol,0
parent and i vaccinated hubby and little brother got their second shot todaydaughter tomorrow now just gritting my teeth waiting for my and year old to be eligible until then it is pandemic life a usual covidvacine,1
cbd enema doe not sound bad to be honest kind of day i been having could use something to relax my asshole,0
this is enough for a dignified human being to resign but shameless will not resignyogiadityanath resignsudhakar resignmodi,0
going to make me a bad bitch tomorrow,0
to pimp a butterfly and cherry bomb,0
how insensitive govt we have they want to conduct examsare more worried about election result when out there are fighting for their livesindiacovidcrisis indianlivesmater cancelthboardexams,0
chris coon is a disgusting corrupt po and by the way joe biden promised he would not do this so this is in fact a broken promise indiacovidcrisis frethevacine,0
indian govt itself canot arrange necessary thing if someone outside govt help then govt fails to recognise rather call it stunt shame on bjp govtindia never wa so helpless and egoistic modimadedisaster resignpmodi,0
of the people that got the covid vaccine do not even know what the actual vaccine is fucking dumbass motherfucker novacineforme novacine covidvacine,0
blood money for bengalburning zee news mamata announces r lakh compensation for kin of bengal violence victim accuses bjp of harassing trinam via,1
resignmodi resignpmodi resigncmyogi resignamit notaninchback go to the hell bloody fool elam chath pandaram adangmyrole,0
we applaud you for killing people and ripping the life of indian in every part of the country have some shame and stop destroying the country resignpmodi resignmodi,0
it is not only shameful dereliction of duty but antihumane and antinational approach spinelesmodi r,0
from the boastful false victory over the pandemic to the gross unpreparednes and situational handling of covid narendra modi should resign a pm of india resignmodi resignpmodi,0
this is the culmination of temple and kumbh politics by idiot in the center the nation is cry out for medical help modimustresign modikavacinejumla modimadedisaster modi,0
how deep my kameez ke galay are is a testament to how much of a whore my darzi think i am,0
been looking like a hooker every summer since i wa skull,1
resignpmodi resignharshvardhan resignsudhakar resignamitshah a big shakeup is required at the top the present leadership did their best in the past and became a spent force now failed the country in oxygen crisis and law order r should seriously think over it,0
despite pfizer submitting the application month ago the indian government still ha not got round to approving the pfizer covid vaccine use there yet fucking hell covidindia indiacovidcrisis,0
if you in any way support this party of thug fuck you modiresignorepeal resignmodi,0
first of all i am a real bjp hater but what just happened should not be hapnd again not only for just a minister or mp whatever for every single citizen alsothis is happening evrywhre in india to minority of the plces but the action of govt is very shameful resignmodi,0
nostril flared she didntrademarkt hesitate to bring one of your fist up aiming to strike him straight across the cheek you smug son of a bitch who do you think youtrademarkre talking to,0
celebrating pride month by beating this motherfucker face in with my cute lil chikorita,0
because every prick need a cunt sorry just the first thing which came to mind i hate the cword,0
no medicine no oxygen no vaccine just lie running around like ant trying to fix a crumbling anthill while the anteater govt take swipe at u a we die so sick of this shitstorm modiresignorepeal modimustresign modikavacinejumla modidisasterforindia,0
our political class ha messed up this crisis they should be held accountable for the death and devastation in the country we do not want their convoy running around we want basic to lead a dignified life modikavacinejumla modiresign,1
modikavacinejumla modi is worst,0
i would say of these company make up their own statistic to fool the gullible and piss off the educatedmanshrugingmediumlightskintone,0
right now core voter of bjp are very pissed had congress shown little empathy towards bengal violence and given statement regarding violence many bjp voter would have switched side it is a curse that opposition is a useless a ruling party bengalburning spinelesbjp,1
chingford not exactly renowned for having intellectual heavyweight a their mp did not norman tebit represent chingford irc obviously being a wanker is high on the list of selection criterion,0
covid is one pandemic which ha almost contributed in major loss of life the present situation of india say that farm law can become the next reason for major loss of livelihood farmlawsnextpandemic modiresignorepeal modimustresign modiresign modikavacinejumla,0
yet again could not agree more to the phrase what bengal think today india think tomorowits just the beginning india you better take lesson from bengal dethrone the evil in disguise high time electionresult bengalelection mamatabanerje resignpmodi modiresign,0
that is unfortunate you claim it wa not politician yet the governor signed executive order forcing wuhanvirus into nursing home you said people should have used common sense but that doe not apply to the elderly peop,1
yes now this is a truth bomb right here take note hazbo you ginger white full of fucking hot air whinge bag cunty bolox twat listen to this lady not your trollop canot keep my leg closed wife your not oppressed or a victim just go out and get a proper job,0
and did what shameless pm want to live in a new house and getting it contructed during this pandemic modiresign modihataodeshbachao modisarkarhisystemhai modimustresign modikavacinejumla modidisasterforindia exitmodi modimadedisaster,0
this account is not of my son nitin it is of my pet donkey named neraj,0
honourable people in charge your home wa not well and you conducted rally such an irresponsible act of inhumanity i do not want my leader to be such a reckless one resignamitshah resignpmodi,0
this bitch say she sell pussy but her phone wa on silent i am confused,0
blasphemy often hide in plain sight it drive violence toward muslim and foments hatred throughout society can you spot islamophobia breakingnews,1
i could not agree more bee been saying this for month a well victoria state of emergency wa cheap word compared to what india are going thru it is just heartbreaking and now our federal government ha turned their back on them indiacovidcrisis,1
whole india can get free vaccine with that money pm should be ashamed of doing this resignmodi,0
oh i am sorry is the needle i am stabbing you with pricking you ab dur na lage resignmodi resignpmodi modihataodeshbachao modimadedisaster,0
how can mlasmps or any other politician get covidvacine at their home this vip privilege culture is costing load of covid vaccine wastage shame on such politiciansenragedface covidindia covidindia,0
if you are complaining about the indian travel ban but have been supporting state government lockdown and restriction you are a hypocrite and should keep your mouth shut we should never have had any lockdown auspol indiacovidcrisis,0
fuck you to be honest bro get a life stop hating on somebody who worked hard,0
it disgusting how majority of the indian chose to vote bjp just to turn india into hindu rashtra you all have chose death over democracy and destruction over your life modikavacinejumla bjpdestroyedindia,0
travel ban to india is such a racist indiacovidcrisis,0
you and conflict and politics on hindutva ha resulted this devastation in bengal a a result the general citizen are suffering politics bengalviolence bengalburning,0
why are people only now cancelling fatalas him wanting to shag kid ha been going on forever i remember him taking it to dm trying to convince me otherwise and no one seemed to care,0
if a citizen dy because of your irresponsibility arrogance then you should too today my grandmother died because of this spineless insecure irresponsible government and i blame you resignmodi exitmodi,0
lost my guide and mentor to the pandemic indiacovidcrisis noxygen,1
modikavacinejumla now state one after d other to avoid people gathering on may st d date of starting vaccination say that they have no stock of vaccine then why this registration modi mean buffoonery in year a govt wa not incompetent like this before all jumlashame,0
such a shame this is happening in broad day light what surprise me the most is that central agency are so helplesbengalburning bengal tmcgons,0
i get that they want to offload him but calling him a cunt is a bit much,0
an audio clip which feed the fear about the vaccine is being frantically shared on whatsap group covidvacine vaccination,1
what a bastard he doe not think,0
many people died why are you just concerned about famous death be practical or resignmodi,0
sad india is loosing such great talent due to chinesevirus,1
nvidia is at that point where they are pushing out random card because they know it will sell out and they dontrademarkt care who it is giving them the money fuck off,0
the chinavirus also responsible for the most number of death in india and the world bloody crook hypocrite and bully and these immoral people also make fun of dead body chinaliedpeopledied,0
twitter askingwhat is hapeningmy nation is burning from west bengal cry inside from covid caused death and netas r doing their usual business and me fearing an end of humanity in my country indiacovidcrisis bengalviolence presidentsruleinbengal pmodi,1
go and fuck yourself hi frog eating islamophobic and racist piece of shit racist islamophobia nazi french,0
some people feel frustrated when they lose some thing tmc won in west bengal bjpians there might have become frustrated and got hostile so bjp is fascist party and tmc is just another party enough is enough bjp should get the fc,0
i just saw this headline half of all returned australian from india had coronavirus say pm i am torn it is quite possibly true but seeing the pm said it i know it is probably bullshit scomobs pmbs indiacovidcrisis,0
but no one dare to call it chinesevirus,1
piss off,0
that is the bloody issue where do we look at if we are now saying resignmodi congress should come forward and take this a an opportunity and facilitate oxygen medication etc whatever way possible not just tweet without any thought,0
a year back said covid is not airborne and now this what a shame to conspire with chinesevirus makechinapay covidisairborne covidindia covidindia,0
